laureate_name,nobel_api_id,prize_categories,prize_years,prize_subfields,award_summaries,preferred_title,original_title,first_publication_year,role,coauthors_or_coeditors,work_type,technicality_score,audience_level,review_status,relationship_confidence,overall_confidence,edition_count,languages,isbn13s,dois,oclc_numbers,wikidata_qid,openlibrary_work_id,source_count,source_urls,notes
David W.C. MacMillan,1003,chemistry,2021,,for the development of asymmetric organocatalysis,Chemical Science,,,editor,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q2962267,,1,https://www.wikidata.org/wiki/Q2962267,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Beyond the age of waste,,1981,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,9780080273037,,7206027,,OL17924906W,1,https://openlibrary.org/books/OL4116454M|https://openlibrary.org/works/OL17924906W,reference indicators: reference; professional audience indicators: reference
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Beyond the age of waste,,1976,author,,reference,0.55,professional,needs_review,0.65,0.65,3,en|fr|ita,9780080218342|9782040101909,,3480983,,OL1577096W,1,https://openlibrary.org/books/OL4335817M|https://openlibrary.org/books/OL4497111M|https://openlibrary.org/books/OL4559094M|https://openlibrary.org/works/OL1577096W,reference indicators: reference; professional audience indicators: reference
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Holographie 1973,,1973,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,5831244,,OL1577090W,1,https://openlibrary.org/books/OL4040359M|https://openlibrary.org/works/OL1577090W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Innovations,,1970,author,,reference,0.55,professional,provisional,0.85,0.7,4,en|hun,9780195194128|9780198583035|9789635932351,,133014|16741|244481900,,OL18504187W,2,https://en.wikipedia.org/?curid=172883&oldid=0|https://openlibrary.org/books/OL17111822M|https://openlibrary.org/books/OL22131414M|https://openlibrary.org/books/OL23778779M|https://openlibrary.org/books/OL5323901M|https://openlibrary.org/books/OL5386795M|https://openlibrary.org/works/OL1577091W|https://openlibrary.org/works/OL1577095W|https://openlibrary.org/works/OL18504187W,reference indicators: reference; professional audience indicators: reference
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Inventing education for the future,,1965,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,899758,,OL33213657W,1,https://openlibrary.org/books/OL45101557M|https://openlibrary.org/works/OL33213657W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Inventing the future.,,1963,author,,reference,0.55,professional,provisional,0.85,0.7,10,en,9780140206630,,15142512|266286|6324502|9235339,,OL17936797W,2,https://en.wikipedia.org/?curid=172883&oldid=0|https://openlibrary.org/books/OL13526559M|https://openlibrary.org/books/OL14382525M|https://openlibrary.org/books/OL16442033M|https://openlibrary.org/books/OL18607950M|https://openlibrary.org/books/OL20175418M|https://openlibrary.org/books/OL20692059M|https://openlibrary.org/books/OL21251715M|https://openlibrary.org/books/OL258407M|https://openlibrary.org/books/OL26521973M|https://openlibrary.org/books/OL5887036M|https://openlibrary.org/books/OL5890473M|https://openlibrary.org/works/OL1577098W|https://openlibrary.org/works/OL17936797W,reference indicators: reference; professional audience indicators: reference
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,La société de maturité,,1973,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,fr,,,,,OL1577092W,1,https://openlibrary.org/books/OL20366390M|https://openlibrary.org/works/OL1577092W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Redundancy or redeployment,,1968,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL22478953W,1,https://openlibrary.org/books/OL5397535M|https://openlibrary.org/works/OL22478953W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,The dangers of inertia,,1967,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,,OL1577089W,1,https://openlibrary.org/books/OL18651185M|https://openlibrary.org/works/OL1577089W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,The dangers of inertia-planning for adaptability,,1967,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,899741,,OL33213673W,1,https://openlibrary.org/books/OL45101577M|https://openlibrary.org/works/OL33213673W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,The electron microscope,,1945,author,,technical_monograph,0.57,graduate,provisional,0.85,0.7,3,en,,,1522808|2404989|3334612,,OL1577097W,2,https://en.wikipedia.org/?curid=172883&oldid=0|https://openlibrary.org/books/OL16515592M|https://openlibrary.org/books/OL19279090M|https://openlibrary.org/books/OL23297013M|https://openlibrary.org/books/OL52462568M|https://openlibrary.org/books/OL6075217M|https://openlibrary.org/works/OL1577097W,technical indicators: monograph; graduate audience indicators: monograph
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,"The electron microscope, its development, present performance and future possibilities",,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q51468064,,1,https://www.wikidata.org/wiki/Q51468064,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,The mature society,,1972,author,,reference,0.55,professional,provisional,0.85,0.7,2,en,9780436171000,,510086,,OL1577094W,2,https://en.wikipedia.org/?curid=172883&oldid=0|https://openlibrary.org/books/OL5295882M|https://openlibrary.org/books/OL5336425M|https://openlibrary.org/works/OL1577094W,reference indicators: reference; professional audience indicators: reference
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,The proper priorities of science and technology,,1972,author,,unknown,0.35,unknown,provisional,0.85,0.45,1,en,9780854320912,,,,OL1577093W,2,https://en.wikipedia.org/?curid=172883&oldid=0|https://openlibrary.org/books/OL5460593M|https://openlibrary.org/works/OL1577093W,no decisive deterministic taxonomy indicator
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Theory of communication,,1946,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,1,en,,,39115995,,OL45488327W,1,https://openlibrary.org/books/OL61971340M|https://openlibrary.org/works/OL45488327W,technical indicators: theory of
Dennis Gabor,93,physics,1971,,for his invention and development of the holographic method,Thoughts on the future,,1972,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,999956,,OL33214293W,1,https://openlibrary.org/books/OL45102251M|https://openlibrary.org/works/OL33214293W,no decisive deterministic taxonomy indicator
Dickinson W. Richards,362,medicine,1956,,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Circulation of the blood,,1982,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,9780683032468|9781461475460,,8667828,,OL19467286W,1,https://openlibrary.org/books/OL3493916M|https://openlibrary.org/books/OL37215498M|https://openlibrary.org/books/OL7719330M|https://openlibrary.org/works/OL19467286W,no decisive deterministic taxonomy indicator
Dickinson W. Richards,362,medicine,1956,,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Medical priesthoods and other essays,,1970,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,,,97770,,OL7215078W,1,https://openlibrary.org/books/OL5445994M|https://openlibrary.org/works/OL7215078W,essay indicators: essays
Donald J. Cram,267,chemistry,1987,,for their development and use of molecules with structure-specific interactions of high selectivity,Container Molecules and Their Guests,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q99654345,,1,https://www.wikidata.org/wiki/Q99654345,no decisive deterministic taxonomy indicator
Dorothy Crowfoot Hodgkin,230,chemistry,1964,,for her determinations by X-ray techniques of the structures of important biochemical substances,"Birkbeck, science and history",,1969,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,9780900975080,,200519,,OL10430688W,1,https://openlibrary.org/books/OL13651177M|https://openlibrary.org/books/OL22011602M|https://openlibrary.org/books/OL4381154M|https://openlibrary.org/works/OL10430688W|https://openlibrary.org/works/OL6451370W,reference indicators: reference; professional audience indicators: reference
Dorothy Crowfoot Hodgkin,230,chemistry,1964,,for her determinations by X-ray techniques of the structures of important biochemical substances,Kathleen Lonsdale,,1976,author,,memoir,0.1,general,needs_review,0.65,0.65,1,en,9780854030781,,3172488,,OL6451368W,1,https://openlibrary.org/books/OL4276314M|https://openlibrary.org/works/OL6451368W,memoir indicators: memoir
Dorothy Crowfoot Hodgkin,230,chemistry,1964,,for her determinations by X-ray techniques of the structures of important biochemical substances,Structural studies on molecules of biological interest,,1981,author,,essays,0.2,general,needs_review,0.65,0.65,1,en,9780198553625,,502609330,,OL18310389W,1,https://openlibrary.org/books/OL4115558M|https://openlibrary.org/books/OL7400925M|https://openlibrary.org/works/OL18310389W,essay indicators: essays
Dorothy Crowfoot Hodgkin,230,chemistry,1964,,for her determinations by X-ray techniques of the structures of important biochemical substances,Wandering scientists,,1974,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,3937136,,OL6451369W,1,https://openlibrary.org/books/OL4864849M|https://openlibrary.org/works/OL6451369W,no decisive deterministic taxonomy indicator
E. M. Purcell,59,physics,1952,,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,"Electricity and Magnetism (2ed, 9781139005043)",,1965,author,,textbook,0.72,undergraduate,needs_review,0.65,0.65,3,,9780070048591|9781107014022|9781139005043,,720108|805015622,Q60321496,,1,https://www.wikidata.org/wiki/Q126098670|https://www.wikidata.org/wiki/Q126106225|https://www.wikidata.org/wiki/Q126119005|https://www.wikidata.org/wiki/Q60321496,textbook indicators: textbook; undergraduate audience indicators: textbook
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,Factors in mental evolution,,1960,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,5876324,,OL1593242W,1,https://openlibrary.org/books/OL5812543M|https://openlibrary.org/works/OL1593242W,no decisive deterministic taxonomy indicator
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,Notes sur les anesthésiques,,1894,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,fr,,,,,OL17936086W,1,https://openlibrary.org/books/OL26520215M|https://openlibrary.org/works/OL17936086W,no decisive deterministic taxonomy indicator
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,Sensory integration,,1949,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL10626658W,1,https://openlibrary.org/books/OL17077284M|https://openlibrary.org/works/OL10626658W,no decisive deterministic taxonomy indicator
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,The basis of sensation,,1928,author,,reference,0.55,professional,provisional,0.85,0.7,4,en,,,1112293|1557845,,OL10626657W,2,https://en.wikipedia.org/?curid=664173&oldid=0|https://openlibrary.org/books/OL13961039M|https://openlibrary.org/books/OL18899417M|https://openlibrary.org/books/OL19137492M|https://openlibrary.org/books/OL19473741M|https://openlibrary.org/books/OL21428577M|https://openlibrary.org/books/OL5913141M|https://openlibrary.org/books/OL6719442M|https://openlibrary.org/works/OL10626657W|https://openlibrary.org/works/OL12569772W|https://openlibrary.org/works/OL1593246W,reference indicators: reference; professional audience indicators: reference
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,The basis of sensations,,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,,OL18438711W,1,https://openlibrary.org/books/OL23794180M|https://openlibrary.org/works/OL18438711W,no decisive deterministic taxonomy indicator
Edgar Adrian,324,medicine,1932,,for their discoveries regarding the functions of neurons,The mechanism of nervous action,,1932,author,,reference,0.55,professional,provisional,0.85,0.7,3,en,,,230957957|560487,Q106584044,OL11088551W,3,https://en.wikipedia.org/?curid=664173&oldid=0|https://openlibrary.org/books/OL14554711M|https://openlibrary.org/books/OL59792202M|https://openlibrary.org/books/OL6285822M|https://openlibrary.org/works/OL11088551W|https://openlibrary.org/works/OL1593243W|https://www.wikidata.org/wiki/Q106584044,reference indicators: reference; professional audience indicators: reference
